[2026-08-26 01:09:10.201159] ====================================================================================================
[2026-08-26 01:09:10.201252] Branching from: experiments/exp000_muon_and_adamw/adamw/seed_1339/rules.two_d.lr_0.003 step=100 branch_specs=['adamw', 'muon']
[2026-08-26 01:09:10.201710] Config: TrainConfig(data_source='data/fineweb10B_v500', train_steps=12000, report_steps=200, seq_len=1024, val_size=2097152, batch_size=32768, mbs=32, vocab_size=500, num_layers=1, model_dim=192, train_data_pattern='fineweb_train_*.bin', val_data_pattern='fineweb_val_*.bin', seed=1339, model_type='gpt', expansion_ratio=4.0, head_dim=64, num_heads=3, embed_dim=None, num_tokens=None, zero_proj_init=False, lr_cooldown_frac=0.7, geon_eps=1e-10, geon_s_min=1e-05, geon_s_max=100000.0, checkpoint_steps=[0, 1, 10, 50, 100, 200, 500, 1000, 2000, 4000, 6000, 8000, 10000, 12000])
[2026-08-26 01:09:10.202097] Rules: [Rule(name='embed', patterns=['embed.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.3, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='proj', patterns=['proj.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003125, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='one_d', patterns=['*.bias', '*.gains'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.01, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='two_d', patterns=['blocks.*.attn.*.weight', 'blocks.*.mlp.*.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003, betas=(0.9, 0.95), nesterov=False, wd_raw=0.0002, coeff=1.0, warmup_steps=40)]
[2026-08-26 01:09:10.202361] end_step: 100
[2026-08-26 01:09:10.202619] ====================================================================================================
[2026-08-26 01:09:10.268130]   [compile] trunk: 0.01s
[2026-08-26 01:09:10.297453] loaded checkpoint experiments/exp000_muon_and_adamw/adamw/seed_1339/rules.two_d.lr_0.003/checkpoints/step_100.pt at step 100
[2026-08-26 01:09:10.297964] forking at step 100 ...
[2026-08-26 01:09:10.586480]   [branch @ step 100] pre-fork val_loss=3.75503
[2026-08-26 01:09:10.586735]   [branch @ step 100] 'adamw' (index=0) -> {'rules.two_d.update': 'adamw', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.003, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-26 01:09:10.609937]   [compile] adamw: 0.02s
[2026-08-26 01:09:10.612744]   [branch @ step 100] 'muon' (index=1, kl_matched) -> {'rules.two_d.update': 'muon', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.02, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-26 01:09:10.635782]   [compile] muon: 0.02s
[2026-08-26 01:09:10.987629]     [branch @ step 100] 'adamw' iter=0 applied train_loss=3.76183 kl=0.00476708 scale=1.0000 post_val_loss=3.74860
[2026-08-26 01:09:11.904351]     [branch @ step 100] 'muon' iter=0 applied train_loss=3.76183 kl=0.00476918 scale=1.6571 post_val_loss=3.74408
[2026-08-26 01:09:11.923539]   [branch @ step 100] checkpointed branches at step=101
[2026-08-26 01:09:12.276776]     [branch @ step 100] 'adamw' iter=1 applied train_loss=3.68894 kl=0.00283422 scale=1.0000 post_val_loss=3.73513
[2026-08-26 01:09:13.129922]     [branch @ step 100] 'muon' iter=1 applied train_loss=3.68456 kl=0.00283401 scale=1.5780 post_val_loss=3.72930
[2026-08-26 01:09:13.469336]     [branch @ step 100] 'adamw' iter=2 applied train_loss=3.78192 kl=0.00276955 scale=1.0000 post_val_loss=3.72921
