[2026-08-26 01:11:16.142793] ====================================================================================================
[2026-08-26 01:11:16.142865] Branching from: experiments/exp000_muon_and_adamw/adamw/seed_1340/rules.two_d.lr_0.003 step=10 branch_specs=['adamw', 'muon']
[2026-08-26 01:11:16.142912] Config: TrainConfig(data_source='data/fineweb10B_v500', train_steps=12000, report_steps=200, seq_len=1024, val_size=2097152, batch_size=32768, mbs=32, vocab_size=500, num_layers=1, model_dim=192, train_data_pattern='fineweb_train_*.bin', val_data_pattern='fineweb_val_*.bin', seed=1340, model_type='gpt', expansion_ratio=4.0, head_dim=64, num_heads=3, embed_dim=None, num_tokens=None, zero_proj_init=False, lr_cooldown_frac=0.7, geon_eps=1e-10, geon_s_min=1e-05, geon_s_max=100000.0, checkpoint_steps=[0, 1, 10, 50, 100, 200, 500, 1000, 2000, 4000, 6000, 8000, 10000, 12000])
[2026-08-26 01:11:16.142955] Rules: [Rule(name='embed', patterns=['embed.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.3, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='proj', patterns=['proj.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003125, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='one_d', patterns=['*.bias', '*.gains'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.01, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='two_d', patterns=['blocks.*.attn.*.weight', 'blocks.*.mlp.*.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003, betas=(0.9, 0.95), nesterov=False, wd_raw=0.0002, coeff=1.0, warmup_steps=40)]
[2026-08-26 01:11:16.142982] end_step: 10
[2026-08-26 01:11:16.143008] ====================================================================================================
[2026-08-26 01:11:16.211567]   [compile] trunk: 0.02s
[2026-08-26 01:11:16.240186] loaded checkpoint experiments/exp000_muon_and_adamw/adamw/seed_1340/rules.two_d.lr_0.003/checkpoints/step_10.pt at step 10
[2026-08-26 01:11:16.240657] forking at step 10 ...
[2026-08-26 01:11:16.536395]   [branch @ step 10] pre-fork val_loss=4.35343
[2026-08-26 01:11:16.536643]   [branch @ step 10] 'adamw' (index=0) -> {'rules.two_d.update': 'adamw', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.003, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-26 01:11:16.558729]   [compile] adamw: 0.02s
[2026-08-26 01:11:16.560934]   [branch @ step 10] 'muon' (index=1, kl_matched) -> {'rules.two_d.update': 'muon', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.02, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-26 01:11:16.581546]   [compile] muon: 0.02s
[2026-08-26 01:11:16.929040]     [branch @ step 10] 'adamw' iter=0 applied train_loss=4.53111 kl=0.000813038 scale=1.0000 post_val_loss=4.30580
[2026-08-26 01:11:17.761940]     [branch @ step 10] 'muon' iter=0 applied train_loss=4.53111 kl=0.000812856 scale=3.7065 post_val_loss=4.30262
[2026-08-26 01:11:17.780908]   [branch @ step 10] checkpointed branches at step=11
[2026-08-26 01:11:18.126896]     [branch @ step 10] 'adamw' iter=1 applied train_loss=4.24815 kl=0.000658278 scale=1.0000 post_val_loss=4.27237
[2026-08-26 01:11:18.961017]     [branch @ step 10] 'muon' iter=1 applied train_loss=4.24469 kl=0.000657794 scale=3.4687 post_val_loss=4.26729
[2026-08-26 01:11:19.309979]     [branch @ step 10] 'adamw' iter=2 applied train_loss=4.23903 kl=0.00040488 scale=1.0000 post_val_loss=4.24475
