[2026-08-23 04:00:29.791035] ====================================================================================================
[2026-08-23 04:00:29.791137] Branching from: experiments/exp000_muon_and_adamw/adamw/seed_1337/rules.two_d.lr_0.003 step=8000 branch_specs=['adamw', 'muon']
[2026-08-23 04:00:29.791202] Config: TrainConfig(data_source='data/fineweb10B_v500', train_steps=12000, report_steps=200, seq_len=1024, val_size=2097152, batch_size=32768, mbs=32, vocab_size=500, num_layers=1, model_dim=192, train_data_pattern='fineweb_train_*.bin', val_data_pattern='fineweb_val_*.bin', seed=1337, model_type='gpt', expansion_ratio=4.0, head_dim=64, num_heads=3, embed_dim=None, num_tokens=None, zero_proj_init=False, lr_cooldown_frac=0.7, geon_eps=1e-10, geon_s_min=1e-05, geon_s_max=100000.0, checkpoint_steps=[0, 1, 10, 50, 100, 200, 500, 1000, 2000, 4000, 6000, 8000, 10000, 12000])
[2026-08-23 04:00:29.791297] Rules: [Rule(name='embed', patterns=['embed.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.3, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='proj', patterns=['proj.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003125, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='one_d', patterns=['*.bias', '*.gains'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.01, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='two_d', patterns=['blocks.*.attn.*.weight', 'blocks.*.mlp.*.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003, betas=(0.9, 0.95), nesterov=False, wd_raw=0.0002, coeff=1.0, warmup_steps=40)]
[2026-08-23 04:00:29.791352] end_step: 8000
[2026-08-23 04:00:29.791403] ====================================================================================================
[2026-08-23 04:00:29.882988]   [compile] trunk: 0.01s
[2026-08-23 04:00:29.941609] loaded checkpoint experiments/exp000_muon_and_adamw/adamw/seed_1337/rules.two_d.lr_0.003/checkpoints/step_8000.pt at step 8000
[2026-08-23 04:00:29.942095] forking at step 8000 ...
[2026-08-23 04:00:30.197311]   [branch @ step 8000] pre-fork val_loss=2.76911
[2026-08-23 04:00:30.197576]   [branch @ step 8000] 'adamw' (index=0) -> {'rules.two_d.update': 'adamw', 'rules.two_d.lr': 0.003, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-23 04:00:30.217322]   [compile] adamw: 0.01s
[2026-08-23 04:00:30.219731]   [branch @ step 8000] 'muon' (index=1) -> {'rules.two_d.update': 'muon', 'rules.two_d.lr': 0.02, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-23 04:00:30.238418]   [compile] muon: 0.01s
[2026-08-23 04:00:30.551196]     [branch @ step 8000] 'adamw' iter=0 applied train_loss=2.76131 kl=0.000579087 scale=1.0000 post_val_loss=2.76936
[2026-08-23 04:00:30.871102]     [branch @ step 8000] 'muon' iter=0 applied train_loss=2.76131 kl=0.000958641 scale=1.0000 post_val_loss=2.76957
[2026-08-23 04:00:31.192131]     [branch @ step 8000] 'adamw' iter=1 applied train_loss=2.80493 kl=0.000538237 scale=1.0000 post_val_loss=2.76869
[2026-08-23 04:00:31.508127]     [branch @ step 8000] 'muon' iter=1 applied train_loss=2.80501 kl=0.000935868 scale=1.0000 post_val_loss=2.76952
[2026-08-23 04:00:31.824563]     [branch @ step 8000] 'adamw' iter=2 applied train_loss=2.79903 kl=0.000527552 scale=1.0000 post_val_loss=2.76728
[2026-08-23 04:00:32.148206]     [branch @ step 8000] 'muon' iter=2 applied train_loss=2.80027 kl=0.000944049 scale=1.0000 post_val_loss=2.76903
[2026-08-23 04:00:32.462303]     [branch @ step 8000] 'adamw' iter=3 applied train_loss=2.88287 kl=0.000721215 scale=1.0000 post_val_loss=2.76597
[2026-08-23 04:00:32.780774]     [branch @ step 8000] 'muon' iter=3 applied train_loss=2.88508 kl=0.00113266 scale=1.0000 post_val_loss=2.76861
[2026-08-23 04:00:33.101312]     [branch @ step 8000] 'adamw' iter=4 applied train_loss=2.82251 kl=0.000815591 scale=1.0000 post_val_loss=2.76483
[2026-08-23 04:00:33.418547]     [branch @ step 8000] 'muon' iter=4 applied train_loss=2.82724 kl=0.00119568 scale=1.0000 post_val_loss=2.76809
[2026-08-23 04:00:33.797806]     [branch @ step 8000] 'adamw' iter=6 applied train_loss=2.74321 kl=0.00055026 scale=1.0000 post_val_loss=2.76444
[2026-08-23 04:00:34.119798]     [branch @ step 8000] 'muon' iter=6 applied train_loss=2.74598 kl=0.000941382 scale=1.0000 post_val_loss=2.76869
[2026-08-23 04:00:34.503434]     [branch @ step 8000] 'adamw' iter=8 applied train_loss=2.73519 kl=0.000476427 scale=1.0000 post_val_loss=2.76258
[2026-08-23 04:00:34.823038]     [branch @ step 8000] 'muon' iter=8 applied train_loss=2.73926 kl=0.000885925 scale=1.0000 post_val_loss=2.76894
