[2026-08-23 04:06:54.041098] ====================================================================================================
[2026-08-23 04:06:54.041174] Branching from: experiments/exp000_muon_and_adamw/adamw/seed_1337/rules.two_d.lr_0.003 step=100 branch_specs=['adamw', 'muon']
[2026-08-23 04:06:54.041230] Config: TrainConfig(data_source='data/fineweb10B_v500', train_steps=12000, report_steps=200, seq_len=1024, val_size=2097152, batch_size=32768, mbs=32, vocab_size=500, num_layers=1, model_dim=192, train_data_pattern='fineweb_train_*.bin', val_data_pattern='fineweb_val_*.bin', seed=1337, model_type='gpt', expansion_ratio=4.0, head_dim=64, num_heads=3, embed_dim=None, num_tokens=None, zero_proj_init=False, lr_cooldown_frac=0.7, geon_eps=1e-10, geon_s_min=1e-05, geon_s_max=100000.0, checkpoint_steps=[0, 1, 10, 50, 100, 200, 500, 1000, 2000, 4000, 6000, 8000, 10000, 12000])
[2026-08-23 04:06:54.041301] Rules: [Rule(name='embed', patterns=['embed.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.3, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='proj', patterns=['proj.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003125, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='one_d', patterns=['*.bias', '*.gains'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.01, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='two_d', patterns=['blocks.*.attn.*.weight', 'blocks.*.mlp.*.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003, betas=(0.9, 0.95), nesterov=False, wd_raw=0.0002, coeff=1.0, warmup_steps=40)]
[2026-08-23 04:06:54.041342] end_step: 100
[2026-08-23 04:06:54.041375] ====================================================================================================
[2026-08-23 04:06:54.118546]   [compile] trunk: 0.01s
[2026-08-23 04:06:54.157607] loaded checkpoint experiments/exp000_muon_and_adamw/adamw/seed_1337/rules.two_d.lr_0.003/checkpoints/step_100.pt at step 100
[2026-08-23 04:06:54.158097] forking at step 100 ...
[2026-08-23 04:06:54.400648]   [branch @ step 100] pre-fork val_loss=3.71679
[2026-08-23 04:06:54.400921]   [branch @ step 100] 'adamw' (index=0) -> {'rules.two_d.update': 'adamw', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.003, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-23 04:06:54.421752]   [compile] adamw: 0.01s
[2026-08-23 04:06:54.424453]   [branch @ step 100] 'muon' (index=1, kl_matched) -> {'rules.two_d.update': 'muon', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.02, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-23 04:06:54.444459]   [compile] muon: 0.01s
[2026-08-23 04:06:54.753842]     [branch @ step 100] 'adamw' iter=0 applied train_loss=3.72906 kl=0.00408831 scale=1.0000 post_val_loss=3.70809
[2026-08-23 04:06:55.543319]     [branch @ step 100] 'muon' iter=0 applied train_loss=3.72906 kl=0.00408154 scale=1.4118 post_val_loss=3.70456
[2026-08-23 04:06:55.562873]   [branch @ step 100] checkpointed branches at step=101
[2026-08-23 04:06:55.868961]     [branch @ step 100] 'adamw' iter=1 applied train_loss=3.64901 kl=0.00520147 scale=1.0000 post_val_loss=3.69562
[2026-08-23 04:06:56.658199]     [branch @ step 100] 'muon' iter=1 applied train_loss=3.64557 kl=0.00519925 scale=1.5027 post_val_loss=3.68923
[2026-08-23 04:06:56.973556]     [branch @ step 100] 'adamw' iter=2 applied train_loss=3.76266 kl=0.00140451 scale=1.0000 post_val_loss=3.68512
[2026-08-23 04:06:57.762130]     [branch @ step 100] 'muon' iter=2 applied train_loss=3.75587 kl=0.00140452 scale=1.1403 post_val_loss=3.67927
[2026-08-23 04:06:58.079374]     [branch @ step 100] 'adamw' iter=3 applied train_loss=3.85623 kl=0.00329135 scale=1.0000 post_val_loss=3.68242
[2026-08-23 04:06:58.866749]     [branch @ step 100] 'muon' iter=3 applied train_loss=3.85015 kl=0.00329467 scale=1.3123 post_val_loss=3.67488
[2026-08-23 04:06:58.881729]   [branch @ step 100] checkpointed branches at step=104
[2026-08-23 04:06:59.195518]     [branch @ step 100] 'adamw' iter=4 applied train_loss=3.62034 kl=0.00525363 scale=1.0000 post_val_loss=3.67930
[2026-08-23 04:06:59.982160]     [branch @ step 100] 'muon' iter=4 applied train_loss=3.61232 kl=0.00525537 scale=1.4031 post_val_loss=3.66840
[2026-08-23 04:07:00.364023]     [branch @ step 100] 'adamw' iter=6 applied train_loss=3.64955 kl=0.00966848 scale=1.0000 post_val_loss=3.66789
[2026-08-23 04:07:01.150366]     [branch @ step 100] 'muon' iter=6 applied train_loss=3.63750 kl=0.00966228 scale=1.5639 post_val_loss=3.65410
[2026-08-23 04:07:01.528963]     [branch @ step 100] 'adamw' iter=8 applied train_loss=3.61726 kl=0.00643384 scale=1.0000 post_val_loss=3.65638
[2026-08-23 04:07:02.317655]     [branch @ step 100] 'muon' iter=8 applied train_loss=3.60195 kl=0.00644221 scale=1.3482 post_val_loss=3.63791
[2026-08-23 04:07:02.695277]     [branch @ step 100] 'adamw' iter=10 applied train_loss=3.53324 kl=0.00379279 scale=1.0000 post_val_loss=3.64175
