[2026-08-26 01:10:12.513514] ====================================================================================================
[2026-08-26 01:10:12.513604] Branching from: experiments/exp000_muon_and_adamw/adamw/seed_1339/rules.two_d.lr_0.003 step=500 branch_specs=['adamw', 'muon']
[2026-08-26 01:10:12.513654] Config: TrainConfig(data_source='data/fineweb10B_v500', train_steps=12000, report_steps=200, seq_len=1024, val_size=2097152, batch_size=32768, mbs=32, vocab_size=500, num_layers=1, model_dim=192, train_data_pattern='fineweb_train_*.bin', val_data_pattern='fineweb_val_*.bin', seed=1339, model_type='gpt', expansion_ratio=4.0, head_dim=64, num_heads=3, embed_dim=None, num_tokens=None, zero_proj_init=False, lr_cooldown_frac=0.7, geon_eps=1e-10, geon_s_min=1e-05, geon_s_max=100000.0, checkpoint_steps=[0, 1, 10, 50, 100, 200, 500, 1000, 2000, 4000, 6000, 8000, 10000, 12000])
[2026-08-26 01:10:12.513705] Rules: [Rule(name='embed', patterns=['embed.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.3, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='proj', patterns=['proj.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003125, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='one_d', patterns=['*.bias', '*.gains'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.01, betas=(0.8, 0.95), nesterov=False, wd_raw=0.0, coeff=1.0, warmup_steps=0), Rule(name='two_d', patterns=['blocks.*.attn.*.weight', 'blocks.*.mlp.*.weight'], start=0, end=None, update='adamw', sizing='learning_rate', lr=0.003, betas=(0.9, 0.95), nesterov=False, wd_raw=0.0002, coeff=1.0, warmup_steps=40)]
[2026-08-26 01:10:12.513733] end_step: 500
[2026-08-26 01:10:12.513760] ====================================================================================================
[2026-08-26 01:10:12.579332]   [compile] trunk: 0.01s
[2026-08-26 01:10:12.607490] loaded checkpoint experiments/exp000_muon_and_adamw/adamw/seed_1339/rules.two_d.lr_0.003/checkpoints/step_500.pt at step 500
[2026-08-26 01:10:12.607985] forking at step 500 ...
[2026-08-26 01:10:12.897955]   [branch @ step 500] pre-fork val_loss=3.08323
[2026-08-26 01:10:12.898255]   [branch @ step 500] 'adamw' (index=0) -> {'rules.two_d.update': 'adamw', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.003, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-26 01:10:12.922128]   [compile] adamw: 0.02s
[2026-08-26 01:10:12.924848]   [branch @ step 500] 'muon' (index=1, kl_matched) -> {'rules.two_d.update': 'muon', 'rules.two_d.sizing': 'learning_rate', 'rules.two_d.lr': 0.02, 'rules.two_d.betas': [0.9, 0.95], 'rules.two_d.nesterov': False, 'rules.two_d.wd_raw': 0.0002}
[2026-08-26 01:10:12.945846]   [compile] muon: 0.02s
[2026-08-26 01:10:13.297933]     [branch @ step 500] 'adamw' iter=0 applied train_loss=3.07545 kl=0.00341355 scale=1.0000 post_val_loss=3.08479
[2026-08-26 01:10:14.166123]     [branch @ step 500] 'muon' iter=0 applied train_loss=3.07545 kl=0.003412 scale=0.8224 post_val_loss=3.08410
[2026-08-26 01:10:14.182668]   [branch @ step 500] checkpointed branches at step=501
[2026-08-26 01:10:14.522570]     [branch @ step 500] 'adamw' iter=1 applied train_loss=3.10425 kl=0.00345628 scale=1.0000 post_val_loss=3.08509
[2026-08-26 01:10:15.387267]     [branch @ step 500] 'muon' iter=1 applied train_loss=3.10369 kl=0.00345547 scale=0.8639 post_val_loss=3.08488
[2026-08-26 01:10:15.735911]     [branch @ step 500] 'adamw' iter=2 applied train_loss=3.10246 kl=0.00393778 scale=1.0000 post_val_loss=3.08592
[2026-08-26 01:10:16.649909]     [branch @ step 500] 'muon' iter=2 applied train_loss=3.10229 kl=0.00394025 scale=0.8940 post_val_loss=3.08617
[2026-08-26 01:10:17.005506]     [branch @ step 500] 'adamw' iter=3 applied train_loss=3.04869 kl=0.00278069 scale=1.0000 post_val_loss=3.08158
[2026-08-26 01:10:17.861696]     [branch @ step 500] 'muon' iter=3 applied train_loss=3.04908 kl=0.00277952 scale=0.8222 post_val_loss=3.08546
[2026-08-26 01:10:17.876817]   [branch @ step 500] checkpointed branches at step=504
[2026-08-26 01:10:18.217781]     [branch @ step 500] 'adamw' iter=4 applied train_loss=3.04017 kl=0.00757562 scale=1.0000 post_val_loss=3.08249
[2026-08-26 01:10:19.104550]     [branch @ step 500] 'muon' iter=4 applied train_loss=3.04253 kl=0.00756325 scale=1.0504 post_val_loss=3.08660
[2026-08-26 01:10:19.515667]     [branch @ step 500] 'adamw' iter=6 applied train_loss=3.09994 kl=0.00235265 scale=1.0000 post_val_loss=3.08013
[2026-08-26 01:10:20.360175]     [branch @ step 500] 'muon' iter=6 applied train_loss=3.10651 kl=0.00235242 scale=0.8082 post_val_loss=3.09101
[2026-08-26 01:10:20.767063]     [branch @ step 500] 'adamw' iter=8 applied train_loss=3.17975 kl=0.00594385 scale=1.0000 post_val_loss=3.08295
[2026-08-26 01:10:21.615787]     [branch @ step 500] 'muon' iter=8 applied train_loss=3.18425 kl=0.00594396 scale=0.9164 post_val_loss=3.08890
[2026-08-26 01:10:22.022344]     [branch @ step 500] 'adamw' iter=10 applied train_loss=3.06721 kl=0.00275469 scale=1.0000 post_val_loss=3.08842
[2026-08-26 01:10:22.851719]     [branch @ step 500] 'muon' iter=10 applied train_loss=3.07184 kl=0.00275573 scale=0.8139 post_val_loss=3.09614
[2026-08-26 01:10:23.258258]     [branch @ step 500] 'adamw' iter=12 applied train_loss=3.10952 kl=0.00377048 scale=1.0000 post_val_loss=3.08864
[2026-08-26 01:10:24.136512]     [branch @ step 500] 'muon' iter=12 applied train_loss=3.11454 kl=0.00377112 scale=0.9713 post_val_loss=3.09756
[2026-08-26 01:10:24.574739]     [branch @ step 500] 'adamw' iter=14 applied train_loss=3.12415 kl=0.00379179 scale=1.0000 post_val_loss=3.07926
[2026-08-26 01:10:25.462030]     [branch @ step 500] 'muon' iter=14 applied train_loss=3.13225 kl=0.00379291 scale=0.9993 post_val_loss=3.08946
[2026-08-26 01:10:25.546185]   [branch @ step 500] checkpointed branches at step=516
[2026-08-26 01:10:25.886363]     [branch @ step 500] 'adamw' iter=16 applied train_loss=3.09388 kl=0.00257794 scale=1.0000 post_val_loss=3.07271
